#{"t_start": 1635225198.6850717, "env_id": "Sprites-v0"}
r,l,t
5.166725,40,0.328043
9.562464,40,0.421768
5.309372,40,0.499874
4.270936,40,0.562331
3.267821,40,0.640479
7.230675,40,0.702954
8.27015,40,1.661514
5.630061,40,1.723955
1.858555,40,1.786443
-0.398623,40,1.833304
5.990393,40,1.895822
-1.924966,40,1.958305
2.510483,40,2.860434
11.354235,40,2.922951
4.761184,40,2.985405
5.609459,40,3.032266
1.592766,40,3.110374
5.291196,40,3.172915
6.432567,40,4.006745
10.003915,40,4.069235
2.082458,40,4.138958
2.907078,40,4.198439
6.809211,40,4.260927
10.682519,40,4.323441
6.178253,40,5.167006
5.507554,40,5.229477
7.427041,40,5.307554
4.520761,40,5.354456
4.984075,40,5.416958
1.432631,40,5.479388
-3.293112,40,6.317659
4.410907,40,6.395736
5.307465,40,6.458262
3.629521,40,6.505085
3.772289,40,6.567617
7.091037,40,6.630058
6.735071,40,7.479536
4.813593,40,7.526372
6.905528,40,7.588855
-1.720752,40,7.65138
4.648726,40,7.713829
1.275534,40,7.77631
6.362461,40,8.593015
7.888888,40,8.655491
-0.497602,40,8.733566
5.249149,40,8.796087
2.199806,40,8.87419
7.849195,40,8.936646
2.4789,40,9.795848
3.293843,40,9.858301
4.878075,40,9.920786
-1.038983,40,11.064502
1.530642,40,11.12699
1.548867,40,11.189477
4.61459,40,12.017406
2.391919,40,12.079922
5.208578,40,12.152855
6.075635,40,12.20609
4.208683,40,12.299858
-4.67226,40,12.37709
4.276099,40,13.24448
2.087885,40,13.322624
7.927938,40,13.400723
-3.73645,40,13.478828
4.4478,40,13.556944
3.680671,40,13.61942
8.141561,40,14.44726
0.044413,40,14.52542
3.495567,40,14.603511
6.339297,40,14.68161
5.208835,40,14.744096
5.816623,40,14.806584
8.474596,40,15.671669
5.71678,40,15.749731
6.732446,40,15.812216
6.577846,40,15.874732
4.15123,40,15.937188
7.430001,40,16.015295
9.514629,40,16.837198
8.714164,40,16.915343
0.034663,40,16.97779
4.182111,40,17.055938
-2.010411,40,17.102792
2.962551,40,17.180869
5.359305,40,18.001065
-4.529179,40,18.063514
0.255048,40,18.141619
7.965351,40,18.204151
4.983021,40,18.266591
-0.082051,40,18.344696
5.534974,40,19.180835
3.652131,40,19.263166
4.539468,40,19.321056
6.652746,40,19.38351
2.066783,40,19.461658
3.088794,40,19.539761
4.586009,40,20.402975
5.233931,40,20.465468
0.642248,40,20.543566
2.845583,40,20.590444
1.386497,40,20.652931
5.114374,40,20.731032
0.712379,40,21.628547
0.806736,40,21.722296
3.35165,40,21.820034
5.406376,40,21.911796
1.180666,40,21.996615
2.966062,40,22.079341
4.560789,40,23.071336
4.224807,40,23.180647
8.671442,40,23.274395
6.050846,40,23.352477
2.653688,40,23.414999
6.867324,40,23.493068
7.099621,40,24.47086
