#{"t_start": 1635206704.128936, "env_id": "Sprites-v2"}
r,l,t
9.379587,40,0.096083
4.856839,40,0.172023
1.17936,40,0.218856
2.515296,40,0.296994
-1.758853,40,0.375142
6.603626,40,0.453246
2.452435,40,1.312451
-2.382171,40,1.406177
8.432311,40,1.468631
7.438308,40,1.515538
2.549042,40,1.578038
-4.523979,40,1.640564
8.716104,40,2.499693
9.910185,40,2.546587
5.587847,40,2.624693
4.751235,40,2.702803
3.167279,40,2.780875
3.299297,40,2.843361
2.979977,40,3.702565
5.588903,40,3.765052
4.240969,40,3.827504
6.292309,40,3.890021
4.30094,40,3.983758
6.186579,40,4.046241
1.111913,40,4.889755
4.976489,40,4.95227
3.670965,40,5.014727
4.412277,40,5.077212
6.192604,40,5.161503
8.887267,40,5.207411
6.729041,40,6.083261
6.078867,40,6.130123
7.303417,40,6.208273
7.436223,40,6.270746
2.325312,40,6.364443
1.480725,40,6.411307
9.628745,40,7.321661
3.430794,40,7.379348
7.155242,40,7.426218
4.511519,40,7.504355
5.724084,40,7.575608
0.644447,40,7.653746
7.740569,40,8.508101
4.243752,40,8.586245
3.787955,40,8.648733
4.016694,40,8.730397
2.992252,40,8.782653
-1.41518,40,8.845136
3.337695,40,9.673068
1.925124,40,9.751173
5.331325,40,9.798036
0.362413,40,9.891807
5.87023,40,9.969902
3.033219,40,10.03236
3.567942,40,10.880115
5.849849,40,10.958223
-1.686764,40,11.020669
7.480295,40,11.083183
6.452443,40,11.145676
-0.651239,40,11.208168
10.237441,40,12.051715
4.79133,40,12.103191
2.990688,40,12.181299
3.411629,40,12.243784
2.433817,40,12.306271
3.406877,40,12.399997
4.182327,40,13.252125
-0.29244,40,13.330233
4.94198,40,13.408338
4.360795,40,13.486449
4.476049,40,13.533317
4.109891,40,13.595765
10.523957,40,14.501494
2.29082,40,14.563942
1.752836,40,14.626456
5.156571,40,14.708118
3.050572,40,14.765038
-2.489158,40,14.843157
3.881785,40,15.686668
9.502238,40,15.764814
6.016789,40,15.842909
10.456544,40,15.921017
6.43779,40,15.999122
5.947022,40,16.077229
4.434218,40,17.005585
2.342104,40,17.06807
0.596287,40,17.130554
8.948107,40,17.208661
7.313259,40,17.286767
7.410084,40,17.364921
4.607539,40,18.224049
1.808483,40,18.302154
-2.823432,40,18.380262
5.155566,40,18.453507
6.372724,40,18.531606
9.656684,40,18.609681
7.97552,40,19.458632
3.745153,40,19.521074
3.638121,40,19.599182
3.377944,40,19.681366
5.315082,40,19.73608
3.606145,40,19.814224
