#{"t_start": 1635287582.9878387, "env_id": "Sprites-v1"}
r,l,t
0.382407,40,0.093701
5.582875,40,0.171792
4.142122,40,0.234277
10.475562,40,0.312386
3.671058,40,0.390492
2.840238,40,0.468599
6.355449,40,0.749781
4.423697,40,0.827929
4.545311,40,0.890373
6.905951,40,0.952859
4.546209,40,1.015382
-1.341114,40,1.093494
4.400832,40,1.390297
-1.84288,40,1.468408
3.608974,40,1.530848
1.648898,40,1.577752
8.267987,40,1.69165
6.95354,40,1.762061
4.112971,40,2.07165
9.248231,40,2.151395
5.344789,40,2.237255
-2.36583,40,2.320541
8.702163,40,2.408488
3.983987,40,2.47478
1.803532,40,2.784889
1.463019,40,2.847373
3.704294,40,2.933264
5.524437,40,2.988669
6.692999,40,3.051153
8.089425,40,3.097983
3.47387,40,3.469716
11.471988,40,3.525521
2.029158,40,3.588008
2.270485,40,3.634871
3.710165,40,3.697357
8.888091,40,3.766446
8.211231,40,4.130256
-1.436461,40,4.218405
5.957056,40,4.288998
-3.323341,40,4.351485
5.616819,40,4.413972
5.64538,40,4.47646
8.178531,40,4.845241
2.320618,40,4.952182
5.958406,40,5.034637
-1.036195,40,5.136687
0.599281,40,5.250182
0.879155,40,5.35324
-4.959995,40,5.707732
4.46671,40,5.789604
-0.593054,40,5.852086
5.278736,40,5.914536
0.608327,40,5.977022
3.61381,40,6.039507
3.106305,40,6.445861
6.294524,40,6.528142
-2.101658,40,6.602839
2.617583,40,6.684101
3.500477,40,6.779942
-2.600112,40,6.857451
2.467613,40,7.196755
5.857358,40,7.266344
1.774433,40,7.349789
4.38777,40,7.430024
7.122933,40,7.533936
5.082189,40,7.615212
-2.256175,40,7.990579
5.526154,40,8.081824
3.244105,40,8.180746
4.542349,40,8.240414
8.507464,40,8.321619
2.877751,40,8.399725
7.52366,40,8.716971
3.904009,40,8.802304
2.872973,40,8.872567
0.30131,40,8.93505
9.656237,40,9.013191
1.714382,40,9.075644
4.788888,40,9.388069
5.962933,40,9.456822
2.484017,40,9.519307
4.873762,40,9.597415
-0.520557,40,9.659924
-0.687383,40,9.706766
7.939674,40,10.016915
6.85821,40,10.0794
-0.610803,40,10.141888
4.542264,40,10.204373
7.322395,40,10.266858
9.581588,40,10.313721
5.612075,40,10.610525
1.144977,40,10.673009
6.459287,40,10.719877
6.664047,40,10.78236
8.472467,40,10.853859
4.250706,40,10.990786
7.98148,40,11.315451
5.08576,40,11.362315
6.283952,40,11.424798
3.795393,40,11.502903
5.496863,40,11.549768
6.282721,40,11.643495
2.937396,40,11.955475
4.507785,40,12.020207
4.450524,40,12.081012
2.300083,40,12.143501
7.017297,40,12.221605
6.357085,40,12.284091
6.139676,40,12.580896
9.719239,40,12.643381
11.250071,40,12.690248
4.786759,40,12.75273
9.587336,40,12.830837
5.662504,40,12.917615
6.32535,40,13.236458
3.007836,40,13.314524
3.948263,40,13.361388
-0.216592,40,13.423874
2.805064,40,13.486361
0.5814,40,13.576529
4.692488,40,13.885978
7.831632,40,13.964088
-0.597859,40,14.026571
6.448317,40,14.104692
-0.11695,40,14.167171
0.03546,40,14.245278
2.917221,40,14.542078
5.04326,40,14.604573
3.674898,40,14.667008
2.359787,40,14.729496
6.721611,40,14.792023
3.166451,40,14.870122
2.640654,40,15.151269
6.327565,40,15.2138
3.923631,40,15.276285
6.375017,40,15.323103
7.655161,40,15.385634
6.568231,40,15.463733
6.763687,40,15.7605
5.883257,40,15.807367
5.957821,40,15.864428
2.868066,40,15.933656
4.976632,40,15.98052
4.198887,40,16.043005
7.394313,40,16.371053
8.370405,40,16.433538
4.545208,40,16.496061
0.707134,40,16.558512
3.414446,40,16.636655
-1.140266,40,16.6991
1.562912,40,17.00495
3.012363,40,17.067474
7.152363,40,17.145581
1.177265,40,17.192406
9.417062,40,17.254891
6.529988,40,17.322896
3.757366,40,17.65098
4.894694,40,17.71343
5.22907,40,17.760296
8.420612,40,17.838399
-4.90103,40,17.900885
4.974079,40,17.963411
2.394338,40,18.260176
8.376878,40,18.322661
9.710349,40,18.400768
5.35963,40,18.478875
3.425544,40,18.556982
5.407412,40,18.619467
6.414886,40,18.931932
1.705223,40,19.010001
5.999931,40,19.072486
3.501459,40,19.134972
-2.974098,40,19.197487
5.594131,40,19.244322
6.955504,40,19.567507
4.637458,40,19.617998
2.06643,40,19.680528
4.531606,40,19.758588
8.162303,40,19.821073
0.008933,40,19.902874
6.042987,40,20.200883
5.954905,40,20.278989
7.420023,40,20.325854
9.677013,40,20.388336
5.159275,40,20.466444
2.639248,40,20.544549
6.686609,40,20.856975
5.567431,40,20.919464
8.440662,40,20.997605
3.992396,40,21.060055
7.335514,40,21.153779
5.076612,40,21.200689
5.752488,40,21.497495
5.16501,40,21.544361
8.104252,40,21.622468
1.109297,40,21.68495
3.960822,40,21.755098
6.089069,40,21.848866
6.52542,40,22.144199
2.538276,40,22.206712
5.999646,40,22.284775
4.103581,40,22.331683
5.043012,40,22.409748
-2.331313,40,22.487851
8.826383,40,22.784659
-3.649686,40,22.872092
2.784491,40,22.929087
5.220924,40,23.007193
0.763561,40,23.085355
0.236651,40,23.163452
5.889225,40,23.460246
-0.623737,40,23.538318
4.569509,40,23.600807
4.522614,40,23.67891
5.278891,40,23.757017
5.855083,40,23.835155
-1.966021,40,24.147552
0.084267,40,24.225702
-1.100219,40,24.27256
7.994062,40,24.352667
1.819062,40,24.39949
-0.471517,40,24.461975
2.76542,40,24.758817
7.133079,40,24.821265
2.109826,40,24.914356
-1.365034,40,24.961219
3.766704,40,25.023706
3.779266,40,25.086189
5.114164,40,25.383038
-0.275627,40,25.461103
3.389815,40,25.523586
5.274033,40,25.586071
4.240313,40,25.648557
2.863655,40,25.695421
5.509485,40,26.019403
3.514186,40,26.09751
0.411478,40,26.159995
7.592795,40,26.238101
-0.864376,40,26.316209
-2.537297,40,26.378693
5.665579,40,26.726933
4.519934,40,26.789418
-3.914602,40,26.867524
3.992623,40,26.93001
0.372123,40,26.992495
3.220812,40,27.039397
8.572066,40,27.360188
4.774298,40,27.422673
1.618633,40,27.485203
3.438805,40,27.532063
2.0937,40,27.610168
-1.999883,40,27.688282
3.586703,40,27.988882
5.593721,40,28.051368
8.280245,40,28.113854
4.576835,40,28.191962
8.495961,40,28.268788
3.946124,40,28.331277
-1.028171,40,28.643701
5.104832,40,28.706188
0.576783,40,28.799914
10.37113,40,28.859603
1.085762,40,28.917459
9.132877,40,28.995568
4.525617,40,29.307995
-0.257026,40,29.370518
-3.231951,40,29.448587
5.299711,40,29.522773
5.018152,40,29.60088
11.381378,40,29.663367
8.396746,40,29.975792
-0.556825,40,30.038277
2.868568,40,30.116384
8.812143,40,30.194493
-0.312373,40,30.272637
1.178682,40,30.319463
4.930847,40,30.616312
7.586384,40,30.678751
7.117817,40,30.741277
1.877455,40,30.803763
3.995247,40,30.881867
1.220172,40,30.928695
4.409158,40,31.25674
4.600417,40,31.334848
7.419667,40,31.39737
7.617176,40,31.459819
3.553001,40,31.506681
6.926485,40,31.569167
6.768881,40,31.888006
7.367483,40,31.955859
7.939238,40,32.002724
3.903731,40,32.065212
6.197292,40,32.127695
9.998223,40,32.205841
-2.325267,40,32.533892
5.45333,40,32.611997
5.936151,40,32.690101
4.917024,40,32.76817
1.860276,40,32.830694
-2.97987,40,32.90876
9.958146,40,33.23681
6.276742,40,33.314956
4.454302,40,33.393024
6.636815,40,33.45554
7.478323,40,33.549237
-1.428092,40,33.627342
0.666324,40,33.916118
5.489711,40,33.994226
-1.145204,40,34.072332
5.668068,40,34.13482
1.998679,40,34.197306
-0.729748,40,34.275411
5.094313,40,34.587838
3.643084,40,34.665984
-5.437585,40,34.712849
5.387417,40,34.775336
6.174629,40,34.853438
3.978135,40,34.915886
3.344297,40,35.243932
6.974362,40,35.306417
9.459586,40,35.384523
8.037261,40,35.447011
-0.798266,40,35.509496
6.6309,40,35.587603
4.258245,40,35.900029
4.314254,40,35.978137
12.315642,40,36.040618
2.333137,40,36.118771
-2.084902,40,36.196836
6.836876,40,36.274977
5.966587,40,36.587367
4.791034,40,36.649851
